"ad_click","age","gender","income","location","device","interest_category","time_spent_on_site","number_of_pages_viewed"
1,70,"male",58685,"urban","desktop","Sports",24,17
0,69,"female",23641,"urban","desktop","Fashion",51,20
0,32,"male",44244,"rural","desktop","Sports",3,19
1,43,"male",169116,"rural","desktop","Fashion",30,20
1,32,"male",226198,"rural","mobile","Travel",6,10
1,50,"female",225441,"urban","mobile","Travel",17,20
0,60,"female",38141,"urban","mobile","Fashion",44,5
1,59,"male",72515,"suburban","desktop","Technology",10,12
1,29,"female",45955,"suburban","mobile","Sports",11,10
1,24,"female",219099,"suburban","mobile","Fashion",19,18
1,18,"male",161130,"urban","desktop","Technology",55,10
1,58,"male",226775,"rural","mobile","Travel",9,25
0,41,"female",242004,"rural","desktop","Fashion",46,11
1,30,"female",52535,"urban","desktop","Sports",54,20
1,64,"male",110420,"suburban","desktop","Sports",12,22
1,19,"male",238660,"urban","desktop","Technology",46,14
1,28,"male",167205,"suburban","desktop","Travel",19,25
1,53,"female",209099,"suburban","desktop","Travel",54,5
1,34,"female",89113,"rural","desktop","Technology",32,8
0,61,"male",217192,"suburban","mobile","Travel",57,4
1,60,"male",247022,"suburban","desktop","Technology",26,13
0,36,"female",53777,"urban","desktop","Fashion",29,4
1,26,"male",20306,"urban","mobile","Fashion",57,22
1,56,"male",196772,"urban","mobile","Fashion",45,22
0,69,"male",138523,"rural","mobile","Technology",4,13
0,67,"female",155207,"suburban","desktop","Travel",9,10
1,28,"female",196134,"suburban","mobile","Technology",60,9
0,60,"female",116850,"suburban","mobile","Fashion",56,16
1,36,"male",228403,"rural","desktop","Sports",13,19
0,65,"male",110978,"rural","desktop","Sports",17,18
1,53,"female",73072,"urban","desktop","Travel",28,17
1,37,"female",65273,"suburban","desktop","Travel",26,22
1,42,"male",234824,"suburban","desktop","Fashion",36,5
1,36,"male",81556,"rural","desktop","Fashion",7,24
0,38,"male",124422,"rural","desktop","Sports",39,2
0,57,"female",216293,"suburban","desktop","Technology",18,8
0,59,"male",48452,"urban","desktop","Sports",43,2
1,68,"female",179196,"suburban","desktop","Sports",30,17
0,60,"female",225578,"rural","desktop","Technology",8,15
1,47,"female",58199,"urban","desktop","Travel",53,14
1,45,"male",109847,"urban","mobile","Sports",28,2
1,42,"male",87453,"urban","mobile","Technology",41,11
1,41,"female",204235,"suburban","mobile","Technology",6,17
0,61,"male",74846,"urban","mobile","Fashion",3,13
1,47,"female",62455,"rural","mobile","Sports",57,11
1,22,"male",165798,"urban","desktop","Sports",34,22
1,31,"male",213802,"suburban","desktop","Sports",19,17
1,23,"female",56406,"urban","mobile","Sports",34,2
1,54,"female",234954,"suburban","desktop","Fashion",58,20
1,45,"female",81466,"rural","desktop","Fashion",29,18
1,31,"female",144201,"urban","mobile","Fashion",15,2
1,23,"male",64487,"suburban","mobile","Travel",54,2
1,36,"female",70121,"suburban","desktop","Travel",44,1
1,41,"male",122814,"urban","desktop","Technology",28,21
1,25,"female",27877,"suburban","desktop","Sports",41,21
0,69,"female",92811,"urban","desktop","Sports",49,1
0,68,"female",194819,"urban","desktop","Technology",43,23
0,20,"female",165572,"urban","desktop","Travel",13,13
1,29,"male",168331,"suburban","mobile","Fashion",43,10
1,42,"female",173971,"suburban","desktop","Fashion",18,19
1,67,"female",246544,"urban","desktop","Technology",34,8
1,26,"female",199754,"urban","mobile","Fashion",34,12
0,43,"male",120742,"suburban","mobile","Technology",18,15
1,29,"male",249463,"suburban","mobile","Travel",38,15
0,42,"female",207148,"urban","mobile","Technology",9,2
1,50,"female",73398,"suburban","mobile","Sports",38,5
1,66,"male",184525,"suburban","desktop","Technology",50,24
1,42,"male",211149,"urban","mobile","Sports",4,3
1,67,"male",212995,"urban","desktop","Technology",35,19
1,35,"female",28407,"rural","mobile","Technology",37,8
1,45,"female",180591,"suburban","desktop","Fashion",41,19
1,34,"female",139079,"rural","desktop","Technology",5,6
1,23,"male",72191,"suburban","desktop","Sports",17,24
0,56,"male",123411,"suburban","desktop","Technology",35,10
1,44,"male",114427,"suburban","mobile","Technology",48,15
1,28,"male",142285,"suburban","desktop","Fashion",50,2
1,59,"female",213311,"suburban","mobile","Fashion",40,25
1,40,"male",220032,"suburban","mobile","Travel",17,13
0,67,"female",25315,"urban","desktop","Travel",29,4
1,19,"male",63087,"rural","desktop","Technology",47,13
1,44,"male",203913,"suburban","desktop","Fashion",31,17
0,38,"male",114182,"rural","desktop","Travel",10,2
0,62,"male",140948,"urban","mobile","Technology",36,13
1,57,"male",173512,"urban","desktop","Technology",32,16
1,52,"female",34726,"urban","desktop","Sports",46,13
1,28,"female",49710,"urban","desktop","Technology",20,9
0,48,"male",93671,"suburban","desktop","Fashion",18,5
1,40,"male",90547,"rural","desktop","Technology",19,2
1,52,"male",208040,"rural","desktop","Technology",40,16
1,27,"female",123752,"suburban","desktop","Travel",50,1
1,59,"male",62516,"urban","desktop","Technology",50,3
0,52,"male",118458,"suburban","mobile","Sports",33,7
1,29,"female",73368,"urban","desktop","Travel",39,6
0,60,"female",106971,"urban","mobile","Fashion",33,7
0,35,"female",88200,"suburban","mobile","Technology",46,10
1,25,"female",178893,"urban","desktop","Sports",7,9
1,48,"female",161908,"suburban","desktop","Sports",56,15
1,31,"female",177823,"suburban","desktop","Travel",19,23
1,27,"female",206888,"urban","desktop","Sports",8,10
1,22,"female",225496,"urban","desktop","Fashion",60,25
1,48,"male",51430,"rural","desktop","Technology",35,15
1,19,"female",36226,"urban","mobile","Travel",23,22
1,22,"female",190539,"suburban","desktop","Sports",30,20
1,30,"female",213332,"suburban","desktop","Fashion",55,11
1,54,"male",242133,"suburban","mobile","Technology",20,5
1,63,"female",160070,"rural","mobile","Sports",29,1
1,68,"male",200727,"suburban","mobile","Technology",37,9
1,25,"male",81737,"urban","mobile","Technology",20,14
0,49,"female",31223,"urban","desktop","Fashion",19,18
0,67,"female",215948,"suburban","desktop","Sports",24,24
0,29,"male",246190,"suburban","mobile","Technology",39,3
0,66,"female",170031,"suburban","desktop","Fashion",56,11
1,48,"female",117686,"rural","mobile","Technology",50,2
1,53,"female",233806,"suburban","desktop","Sports",25,7
0,32,"male",90979,"suburban","mobile","Travel",40,5
1,40,"male",139467,"urban","mobile","Fashion",33,9
0,38,"female",166140,"suburban","mobile","Technology",4,10
0,40,"female",32317,"rural","mobile","Technology",18,10
1,28,"female",125293,"urban","mobile","Sports",8,24
1,19,"female",92004,"suburban","mobile","Fashion",33,10
0,32,"female",178347,"rural","mobile","Travel",12,2
1,51,"male",212508,"urban","desktop","Technology",30,21
1,30,"female",56143,"suburban","desktop","Fashion",31,7
0,58,"female",189297,"urban","desktop","Technology",45,17
1,41,"female",207451,"rural","desktop","Travel",26,24
1,66,"male",92374,"urban","mobile","Technology",27,11
0,48,"male",98738,"rural","mobile","Sports",52,21
1,47,"female",178773,"suburban","mobile","Fashion",13,25
1,36,"female",141606,"suburban","desktop","Fashion",37,1
0,48,"female",63173,"rural","mobile","Travel",11,16
0,29,"male",139804,"rural","desktop","Travel",35,8
1,56,"male",123990,"suburban","desktop","Travel",3,23
1,26,"female",233842,"suburban","desktop","Sports",25,1
1,64,"female",173098,"urban","mobile","Technology",2,24
1,53,"female",138756,"urban","desktop","Fashion",34,9
1,60,"female",204918,"suburban","mobile","Technology",25,13
0,56,"female",58724,"rural","desktop","Fashion",34,2
1,22,"male",126434,"suburban","mobile","Fashion",46,15
1,32,"female",67561,"suburban","mobile","Technology",13,11
0,51,"female",82538,"rural","desktop","Sports",40,2
1,19,"female",70937,"suburban","mobile","Fashion",28,23
1,46,"male",221726,"urban","desktop","Sports",11,4
0,46,"female",145271,"suburban","mobile","Technology",20,22
1,55,"male",152527,"urban","desktop","Technology",58,10
1,54,"male",160011,"urban","mobile","Travel",50,9
0,51,"male",109133,"suburban","desktop","Technology",21,22
1,62,"male",158112,"suburban","mobile","Technology",54,3
1,30,"female",49702,"urban","desktop","Travel",15,23
1,43,"female",187106,"urban","desktop","Fashion",11,18
1,52,"female",101068,"urban","mobile","Sports",60,17
0,41,"female",68252,"urban","desktop","Fashion",24,4
1,65,"female",194940,"urban","desktop","Technology",42,6
1,34,"female",188567,"rural","desktop","Sports",3,22
0,53,"female",112882,"rural","desktop","Fashion",29,2
0,34,"female",130325,"suburban","desktop","Sports",7,5
1,51,"female",21474,"suburban","desktop","Travel",56,17
1,18,"female",122701,"urban","mobile","Travel",45,25
1,68,"male",217642,"rural","desktop","Fashion",28,8
0,22,"male",79833,"urban","mobile","Fashion",46,1
1,44,"female",231268,"rural","desktop","Sports",19,6
1,35,"female",27511,"urban","mobile","Travel",10,12
0,59,"male",198683,"suburban","desktop","Travel",48,1
0,62,"female",49021,"urban","desktop","Sports",36,11
0,36,"male",59667,"urban","desktop","Travel",53,25
1,68,"male",207601,"suburban","desktop","Travel",31,18
1,48,"male",131254,"urban","desktop","Sports",20,18
0,23,"female",105781,"rural","mobile","Technology",45,9
1,40,"female",156488,"urban","desktop","Technology",2,17
0,28,"male",158172,"suburban","desktop","Technology",55,3
1,39,"male",234890,"rural","desktop","Fashion",14,23
1,42,"female",134329,"rural","mobile","Technology",56,8
1,38,"male",218572,"suburban","desktop","Travel",31,14
1,59,"female",215191,"suburban","desktop","Travel",43,6
0,51,"female",37963,"rural","mobile","Technology",11,1
1,56,"male",169010,"urban","desktop","Technology",44,14
0,28,"male",78474,"suburban","desktop","Fashion",59,19
1,32,"male",218420,"urban","desktop","Technology",23,6
1,45,"female",235747,"urban","desktop","Fashion",46,22
0,24,"female",40568,"suburban","desktop","Technology",34,25
1,66,"female",138029,"urban","desktop","Sports",58,9
1,35,"female",195540,"urban","desktop","Travel",60,8
1,69,"male",164477,"urban","desktop","Technology",36,8
0,66,"male",136315,"rural","desktop","Travel",37,4
1,70,"female",246184,"suburban","mobile","Sports",9,11
1,42,"female",242740,"urban","desktop","Fashion",3,8
1,36,"male",41383,"urban","mobile","Technology",31,8
1,28,"female",219074,"urban","desktop","Sports",48,8
1,18,"female",106132,"rural","desktop","Technology",10,24
0,69,"male",107316,"urban","mobile","Sports",14,15
1,62,"female",202533,"suburban","mobile","Sports",48,7
1,41,"female",156336,"suburban","mobile","Sports",41,1
1,40,"male",223703,"suburban","mobile","Technology",56,13
0,69,"male",238030,"suburban","desktop","Travel",46,22
0,37,"male",101841,"suburban","mobile","Fashion",10,8
1,61,"male",235631,"urban","mobile","Travel",56,6
1,38,"male",191547,"rural","desktop","Sports",33,8
1,41,"male",78563,"suburban","desktop","Travel",23,12
0,66,"male",86446,"urban","mobile","Fashion",19,2
0,70,"female",47023,"rural","desktop","Technology",3,1
0,24,"male",210924,"urban","desktop","Sports",10,4
1,36,"male",112210,"rural","desktop","Travel",53,5
1,53,"male",124452,"suburban","mobile","Technology",36,6
1,39,"male",109571,"suburban","mobile","Technology",35,16
1,69,"male",146965,"suburban","mobile","Travel",50,11
0,32,"male",119989,"rural","desktop","Fashion",3,12
1,41,"female",230658,"suburban","desktop","Technology",32,6
1,51,"male",114451,"urban","desktop","Travel",40,24
0,28,"female",135412,"urban","mobile","Sports",57,16
0,62,"male",95044,"suburban","desktop","Sports",47,5
0,43,"male",95698,"rural","mobile","Travel",18,15
1,41,"male",232544,"suburban","mobile","Technology",44,23
1,39,"male",211633,"urban","mobile","Technology",54,4
0,50,"male",206383,"suburban","desktop","Technology",11,10
1,56,"female",165477,"urban","desktop","Technology",15,16
0,46,"male",30289,"urban","desktop","Technology",34,18
1,59,"male",228045,"urban","desktop","Sports",34,11
0,30,"female",193039,"suburban","mobile","Travel",36,6
0,20,"female",22280,"urban","desktop","Technology",26,6
1,31,"female",144924,"urban","mobile","Sports",38,10
0,61,"male",41575,"suburban","desktop","Sports",21,7
1,23,"male",227126,"suburban","desktop","Sports",50,14
1,29,"male",202059,"suburban","desktop","Fashion",14,23
1,59,"female",172671,"urban","desktop","Fashion",47,7
1,42,"male",178179,"urban","desktop","Technology",58,9
1,26,"female",62068,"urban","desktop","Sports",48,19
0,61,"male",131284,"urban","desktop","Sports",10,24
1,33,"female",114682,"suburban","mobile","Sports",22,14
1,35,"female",211351,"rural","mobile","Travel",24,3
1,46,"male",236277,"suburban","desktop","Travel",8,8
1,46,"male",127777,"suburban","mobile","Technology",60,17
1,36,"female",88088,"suburban","desktop","Travel",24,7
0,40,"male",32783,"suburban","desktop","Fashion",20,1
1,41,"female",160891,"urban","mobile","Technology",40,21
1,45,"female",190171,"rural","desktop","Travel",13,4
1,24,"female",76575,"urban","desktop","Fashion",24,24
1,59,"female",130437,"suburban","desktop","Travel",34,11
1,59,"male",34779,"suburban","mobile","Technology",38,19
1,64,"female",156985,"suburban","desktop","Travel",59,19
0,20,"female",56739,"urban","mobile","Fashion",5,24
0,62,"female",95403,"suburban","desktop","Fashion",29,15
1,66,"male",134718,"urban","mobile","Technology",7,24
1,31,"female",117951,"urban","mobile","Fashion",51,18
0,54,"male",40444,"suburban","desktop","Sports",9,24
1,70,"female",226454,"suburban","desktop","Sports",58,13
1,63,"male",143696,"urban","desktop","Fashion",12,2
1,29,"male",190599,"urban","desktop","Technology",59,12
1,33,"female",184011,"urban","mobile","Sports",9,23
0,66,"female",150906,"urban","desktop","Fashion",32,16
1,51,"male",55160,"suburban","mobile","Travel",24,11
0,53,"female",40571,"urban","desktop","Fashion",43,22
1,40,"male",230580,"rural","desktop","Sports",25,2
1,39,"female",84281,"urban","mobile","Fashion",45,6
1,20,"female",227428,"urban","mobile","Sports",14,15
1,34,"male",67552,"suburban","mobile","Fashion",3,24
1,35,"male",158349,"rural","mobile","Technology",49,9
1,44,"female",224119,"suburban","desktop","Travel",37,17
0,44,"female",150739,"suburban","desktop","Technology",42,22
1,22,"female",26412,"suburban","mobile","Technology",46,6
0,66,"male",86526,"urban","desktop","Sports",42,19
0,60,"male",104840,"urban","desktop","Sports",41,8
0,36,"female",98874,"rural","desktop","Technology",38,6
1,64,"female",102454,"suburban","desktop","Fashion",53,2
1,30,"female",168205,"suburban","mobile","Sports",44,10
1,69,"male",160396,"suburban","desktop","Travel",8,4
0,54,"female",92202,"suburban","mobile","Fashion",47,4
1,49,"male",111315,"urban","desktop","Travel",59,12
0,68,"female",131488,"urban","desktop","Sports",23,7
0,68,"female",210285,"suburban","desktop","Technology",59,8
1,33,"female",190377,"urban","mobile","Travel",21,25
1,19,"female",217925,"urban","desktop","Technology",51,20
0,32,"male",25941,"suburban","mobile","Technology",4,6
1,45,"female",230740,"urban","desktop","Sports",34,6
0,63,"male",44157,"urban","mobile","Sports",31,10
1,39,"female",185872,"rural","mobile","Fashion",45,11
0,43,"female",105011,"suburban","desktop","Fashion",20,21
1,24,"male",226358,"rural","desktop","Technology",28,25
1,35,"male",174147,"suburban","desktop","Fashion",39,22
0,52,"female",142160,"suburban","desktop","Travel",15,17
0,63,"female",109006,"suburban","desktop","Fashion",21,20
1,27,"female",152750,"suburban","desktop","Technology",3,13
1,25,"male",70194,"rural","desktop","Travel",43,13
1,34,"male",47275,"rural","desktop","Travel",59,15
1,21,"male",81132,"urban","mobile","Fashion",32,8
1,44,"male",35244,"urban","desktop","Sports",34,8
1,26,"male",194146,"urban","desktop","Technology",33,4
1,31,"female",228867,"rural","mobile","Technology",36,13
1,42,"male",240357,"urban","mobile","Technology",20,2
1,63,"female",40160,"suburban","desktop","Travel",42,10
1,35,"male",139356,"urban","desktop","Travel",57,20
1,31,"female",23453,"urban","mobile","Technology",6,7
1,25,"female",189699,"urban","mobile","Travel",3,14
1,32,"male",116912,"urban","mobile","Travel",35,19
1,61,"male",207734,"rural","mobile","Fashion",45,2
0,48,"male",165103,"urban","mobile","Travel",53,18
0,60,"male",240849,"suburban","desktop","Sports",50,19
1,57,"female",110417,"suburban","desktop","Travel",8,19
0,57,"male",227194,"suburban","desktop","Technology",33,15
1,22,"male",42896,"suburban","mobile","Sports",22,16
0,59,"female",51272,"rural","mobile","Fashion",11,6
1,47,"female",190846,"urban","desktop","Fashion",36,15
1,30,"male",76179,"suburban","desktop","Travel",10,15
1,55,"female",190705,"suburban","desktop","Travel",33,12
1,35,"male",192975,"rural","mobile","Sports",13,19
1,50,"male",170849,"urban","desktop","Sports",6,7
0,21,"male",107065,"rural","desktop","Sports",29,20
1,21,"male",207489,"suburban","desktop","Travel",18,4
